Íאחגאםטו עמגאנא,Öוםא עמגאנא,Ñסûכךא םא עמגאנ
"Ïנמצוססמנ Intel Core i7-9700F OEM [LGA 1151-v2, 8 x 3000 ÌÃצ, L2 - 2 ÌÁ, L3 - 12 Ìב, 2ץDDR4-2666 ÌÃצ, TDP 65 Âע]",22499,https://www.dns-shop.ru/product/5019eac575223332/processor-intel-core-i7-9700f-oem/
"Ïנמצוססמנ Intel Core i5-11600KF BOX [LGA 1200, 6 x 3900 ÌÃצ, L3 - 12 Ìב, 2ץDDR4-3200 ÌÃצ, TDP 95 Âע]",22599,https://www.dns-shop.ru/product/b911b4636c2c3332/processor-intel-core-i5-11600kf-box/
"Ïנמצוססמנ Intel Core i5-11600KF OEM [LGA 1200, 6 x 3900 ÌÃצ, L3 - 12 Ìב, 2ץDDR4-3200 ÌÃצ, TDP 95 Âע]",22999,https://www.dns-shop.ru/product/60eaecb76c2d3332/processor-intel-core-i5-11600kf-oem/
"Ïנמצוססמנ Intel Core i5-11600K OEM [LGA 1200, 6 x 3900 ÌÃצ, L3 - 12 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 125 Âע]",23299,https://www.dns-shop.ru/product/33dd2fc46c2c3332/processor-intel-core-i5-11600k-oem/
"Ïנמצוססמנ Intel Core i7-9700KF BOX [LGA 1151-v2, 8 x 3600 ÌÃצ, L2 - 2 ÌÁ, L3 - 12 Ìב, 2ץDDR4-2666 ÌÃצ, TDP 95 Âע]",23299,https://www.dns-shop.ru/product/48b58571179f3332/processor-intel-core-i7-9700kf-box/
"Ïנמצוססמנ Intel Core i7-9700 OEM [LGA 1151-v2, 8 x 3000 ÌÃצ, L2 - 2 ÌÁ, L3 - 12 Ìב, 2ץDDR4-2666 ÌÃצ, Intel UHD Graphics 630, TDP 65 Âע]",23499,https://www.dns-shop.ru/product/37a72d7175233332/processor-intel-core-i7-9700-oem/
"Ïנמצוססמנ Intel Core i7-9700F BOX [LGA 1151-v2, 8 x 3000 ÌÃצ, L2 - 2 ÌÁ, L3 - 12 Ìב, 2ץDDR4-2666 ÌÃצ, TDP 65 Âע, ךףכונ]",23899,https://www.dns-shop.ru/product/9ca779a275223332/processor-intel-core-i7-9700f-box/
"Ïנמצוססמנ AMD Ryzen 7 3700X OEM [AM4, 8 x 3600 ÌÃצ, L2 - 4 ÌÁ, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 65 Âע]",23999,https://www.dns-shop.ru/product/4d664a0d90d61b80/processor-amd-ryzen-7-3700x-oem/
"Ïנמצוססמנ Intel Core i5-11600K BOX [LGA 1200, 6 x 3900 ÌÃצ, L3 - 12 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 125 Âע]",23999,https://www.dns-shop.ru/product/cfa074456c2b3332/processor-intel-core-i5-11600k-box/
"Ïנמצוססמנ Intel Core i7-9700KF OEM [LGA 1151-v2, 8 x 3600 ÌÃצ, L2 - 2 ÌÁ, L3 - 12 Ìב, 2ץDDR4-2666 ÌÃצ, TDP 95 Âע]",23999,https://www.dns-shop.ru/product/e0eeea19ce0d3332/processor-intel-core-i7-9700kf-oem/
"Ïנמצוססמנ AMD Ryzen 5 5600X OEM [AM4, 6 x 3700 ÌÃצ, L2 - 3 Ìב, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 65 Âע]",24099,https://www.dns-shop.ru/product/3239ebce09e93332/processor-amd-ryzen-5-5600x-oem/
"Ïנמצוססמנ Intel Core i7-10700F OEM [LGA 1200, 8 x 2900 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2933 ÌÃצ, TDP 65 Âע]",24199,https://www.dns-shop.ru/product/4607168e6a693332/processor-intel-core-i7-10700f-oem/
"Ïנמצוססמנ Intel Core i7-9700 BOX [LGA 1151-v2, 8 x 3000 ÌÃצ, L2 - 2 ÌÁ, L3 - 12 Ìב, 2ץDDR4-2666 ÌÃצ, Intel UHD Graphics 630, TDP 65 Âע, ךףכונ]",24199,https://www.dns-shop.ru/product/f131c63a75223332/processor-intel-core-i7-9700-box/
"Ïנמצוססמנ AMD Ryzen 7 PRO 3700 OEM [AM4, 8 x 3600 ÌÃצ, L2 - 4 ÌÁ, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 65 Âע]",24299,https://www.dns-shop.ru/product/ddc41495eb313332/processor-amd-ryzen-7-pro-3700-oem/
"Ïנמצוססמנ Intel Core i7-10700 OEM [LGA 1200, 8 x 2900 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 65 Âע]",25999,https://www.dns-shop.ru/product/a02d31946ca53332/processor-intel-core-i7-10700-oem/
"Ïנמצוססמנ Intel Core i7-10700F BOX [LGA 1200, 8 x 2900 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2933 ÌÃצ, TDP 65 Âע, ךףכונ]",25999,https://www.dns-shop.ru/product/791efe6a6a693332/processor-intel-core-i7-10700f-box/
"Ïנמצוססמנ Intel Core i7-9700K BOX [LGA 1151-v2, 8 x 3600 ÌÃצ, L2 - 2 ÌÁ, L3 - 12 Ìב, 2ץDDR4-2666 ÌÃצ, Intel UHD Graphics 630, TDP 95 Âע]",26199,https://www.dns-shop.ru/product/c5e7ecdfbfd53330/processor-intel-core-i7-9700k-box/
"Ïנמצוססמנ Intel Core i7-10700 BOX [LGA 1200, 8 x 2900 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 65 Âע, ךףכונ]",26499,https://www.dns-shop.ru/product/79ba83266ca53332/processor-intel-core-i7-10700-box/
"Ïנמצוססמנ Intel Core i7-8700K BOX [LGA 1151-v2, 6 x 3700 ÌÃצ, L2 - 1.5 ÌÁ, L3 - 12 Ìב, 2ץDDR4-2666 ÌÃצ, Intel UHD Graphics 630, TDP 95 Âע]",26999,https://www.dns-shop.ru/product/c2517e668e123330/processor-intel-core-i7-8700k-box/
"Ïנמצוססמנ Intel Core i7-9700K OEM [LGA 1151-v2, 8 x 3600 ÌÃצ, L2 - 2 ÌÁ, L3 - 12 Ìב, 2ץDDR4-2666 ÌÃצ, Intel UHD Graphics 630, TDP 95 Âע]",26999,https://www.dns-shop.ru/product/e1d16b22bd703332/processor-intel-core-i7-9700k-oem/
"Ïנמצוססמנ AMD Ryzen 7 3700X BOX [AM4, 8 x 3600 ÌÃצ, L2 - 4 ÌÁ, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 65 Âע, ךףכונ]",27999,https://www.dns-shop.ru/product/1b08ec9490d61b80/processor-amd-ryzen-7-3700x-box/
"Ïנמצוססמנ Intel Core i7-10700KF OEM [LGA 1200, 8 x 3800 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2933 ÌÃצ, TDP 125 Âע]",27999,https://www.dns-shop.ru/product/8745bf236a683332/processor-intel-core-i7-10700kf-oem/
"Ïנמצוססמנ AMD Ryzen 5 5600X BOX [AM4, 6 x 3700 ÌÃצ, L2 - 3 Ìב, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 65 Âע, ךףכונ]",28999,https://www.dns-shop.ru/product/01ffb0a109e93332/processor-amd-ryzen-5-5600x-box/
"Ïנמצוססמנ Intel Core i7-10700KF BOX [LGA 1200, 8 x 3800 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2933 ÌÃצ, TDP 125 Âע]",29099,https://www.dns-shop.ru/product/4f632a226a683332/processor-intel-core-i7-10700kf-box/
"Ïנמצוססמנ Intel Core i7-10700K OEM [LGA 1200, 8 x 3800 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 125 Âע]",29499,https://www.dns-shop.ru/product/cd99f2306a643332/processor-intel-core-i7-10700k-oem/
"Ïנמצוססמנ Intel Core i7-11700 OEM [LGA 1200, 8 x 2500 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 65 Âע]",29699,https://www.dns-shop.ru/product/0f3fa9fa6c293332/processor-intel-core-i7-11700-oem/
"Ïנמצוססמנ Intel Core i7-11700F BOX [LGA 1200, 8 x 2500 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, TDP 65 Âע, ךףכונ]",29699,https://www.dns-shop.ru/product/337a35176c2a3332/processor-intel-core-i7-11700f-box/
"Ïנמצוססמנ Intel Core i7-10700K BOX [LGA 1200, 8 x 3800 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 125 Âע]",30599,https://www.dns-shop.ru/product/184616cc6a643332/processor-intel-core-i7-10700k-box/
"Ïנמצוססמנ AMD Ryzen 7 3800X OEM [AM4, 8 x 3900 ÌÃצ, L2 - 4 ÌÁ, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",30999,https://www.dns-shop.ru/product/d77344ce90d61b80/processor-amd-ryzen-7-3800x-oem/
"Ïנמצוססמנ Intel Core i7-11700 BOX [LGA 1200, 8 x 2500 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 65 Âע, ךףכונ]",31199,https://www.dns-shop.ru/product/d2cdbf316b773332/processor-intel-core-i7-11700-box/
"Ïנמצוססמנ Intel Core i9-10900F OEM [LGA 1200, 10 x 2800 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, TDP 65 Âע]",31999,https://www.dns-shop.ru/product/e9f5ca4c6a673332/processor-intel-core-i9-10900f-oem/
"Ïנמצוססמנ Intel Core i9-9900KF BOX [LGA 1151-v2, 8 x 3600 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2666 ÌÃצ, TDP 95 Âע]",32299,https://www.dns-shop.ru/product/14fbb3de17983332/processor-intel-core-i9-9900kf-box/
"Ïנמצוססמנ Intel Core i9-9900 OEM [LGA 1151-v2, 8 x 3100 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2666 ÌÃצ, Intel UHD Graphics 630, TDP 65 Âע]",32399,https://www.dns-shop.ru/product/b625b631709a3332/processor-intel-core-i9-9900-oem/
"Ïנמצוססמנ Intel Core i9-10900F BOX [LGA 1200, 10 x 2800 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, TDP 65 Âע, ךףכונ]",32999,https://www.dns-shop.ru/product/b157ba3f6a673332/processor-intel-core-i9-10900f-box/
"Ïנמצוססמנ Intel Core i9-9900KF OEM [LGA 1151-v2, 8 x 3600 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2666 ÌÃצ, TDP 95 Âע]",32999,https://www.dns-shop.ru/product/16cca490ce0e3332/processor-intel-core-i9-9900kf-oem/
"Ïנמצוססמנ AMD Ryzen 7 3800X BOX [AM4, 8 x 3900 ÌÃצ, L2 - 4 ÌÁ, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע, ךףכונ]",33499,https://www.dns-shop.ru/product/8cb94c4f90d61b80/processor-amd-ryzen-7-3800x-box/
"Ïנמצוססמנ Intel Core i9-10900 OEM [LGA 1200, 10 x 2800 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 65 Âע]",33899,https://www.dns-shop.ru/product/3babb15d6ca53332/processor-intel-core-i9-10900-oem/
"Ïנמצוססמנ Intel Core i9-9900K BOX [LGA 1151-v2, 8 x 3600 ÌÃצ, L2 - 2 ÌÁ, L3 - 16 Ìב, 2ץDDR4-2666 ÌÃצ, Intel UHD Graphics 630, TDP 95 Âע]",33899,https://www.dns-shop.ru/product/3fbac7d5a0a23332/processor-intel-core-i9-9900k-box/
"Ïנמצוססמנ Intel Core i9-10850K OEM [LGA 1200, 10 x 3600 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 125 Âע]",34899,https://www.dns-shop.ru/product/171bdd4acd5d3332/processor-intel-core-i9-10850k-oem/
"Ïנמצוססמנ AMD Ryzen 7 3800XT OEM [AM4, 8 x 3900 ÌÃצ, L2 - 4 ÌÁ, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",34999,https://www.dns-shop.ru/product/33df2ce3b9b91b80/processor-amd-ryzen-7-3800xt-oem/
"Ïנמצוססמנ Intel Core i9-10900 BOX [LGA 1200, 10 x 2800 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 65 Âע, ךףכונ]",34999,https://www.dns-shop.ru/product/fa2a87e36ca43332/processor-intel-core-i9-10900-box/
"Ïנמצוססמנ Intel Core i7-11700KF OEM [LGA 1200, 8 x 3600 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, TDP 95 Âע]",35899,https://www.dns-shop.ru/product/44eb89826c2b3332/processor-intel-core-i7-11700kf-oem/
"Ïנמצוססמנ Intel Core i9-10850K BOX [LGA 1200, 10 x 3600 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 125 Âע]",35899,https://www.dns-shop.ru/product/dcb541b3cd5c3332/processor-intel-core-i9-10850k-box/
"Ïנמצוססמנ Intel Core i7-11700K OEM [LGA 1200, 8 x 3600 ÌÃצ, L2 - 4 ÌÁ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 125 Âע]",36499,https://www.dns-shop.ru/product/9ece5c3a6c293332/processor-intel-core-i7-11700k-oem/
"Ïנמצוססמנ Intel Core i7-11700K BOX [LGA 1200, 8 x 3600 ÌÃצ, L2 - 4 ÌÁ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 125 Âע]",36899,https://www.dns-shop.ru/product/42da77976b723332/processor-intel-core-i7-11700k-box/
"Ïנמצוססמנ Intel Core i7-11700KF BOX [LGA 1200, 8 x 3600 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, TDP 95 Âע]",36899,https://www.dns-shop.ru/product/e936670d6c2a3332/processor-intel-core-i7-11700kf-box/
"Ïנמצוססמנ AMD Ryzen 7 3800XT BOX [AM4, 8 x 3900 ÌÃצ, L2 - 4 ÌÁ, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",36999,https://www.dns-shop.ru/product/103828f2b9b91b80/processor-amd-ryzen-7-3800xt-box/
"Ïנמצוססמנ AMD Ryzen 7 5800X OEM [AM4, 8 x 3800 ÌÃצ, L2 - 4 ÌÁ, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",37899,https://www.dns-shop.ru/product/bfb6376209e83332/processor-amd-ryzen-7-5800x-oem/
"Ïנמצוססמנ Intel Core i9-11900F OEM [LGA 1200, 8 x 2500 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, TDP 65 Âע]",39799,https://www.dns-shop.ru/product/43ba39596c283332/processor-intel-core-i9-11900f-oem/
"Ïנמצוססמנ Intel Core i9-11900F BOX [LGA 1200, 8 x 2500 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, TDP 65 Âע, ךףכונ]",40699,https://www.dns-shop.ru/product/ff520a126c273332/processor-intel-core-i9-11900f-box/
"Ïנמצוססמנ AMD Ryzen 7 5800X BOX [AM4, 8 x 3800 ÌÃצ, L2 - 4 ÌÁ, L3 - 32 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",41099,https://www.dns-shop.ru/product/9628d69c09e83332/processor-amd-ryzen-7-5800x-box/
"Ïנמצוססמנ Intel Core i9-11900 OEM [LGA 1200, 8 x 2500 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 65 Âע]",41399,https://www.dns-shop.ru/product/a567f9b76c273332/processor-intel-core-i9-11900-oem/
"Ïנמצוססמנ Intel Core i9-10900KF OEM [LGA 1200, 10 x 3700 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, TDP 125 Âע]",42299,https://www.dns-shop.ru/product/d6859e626a653332/processor-intel-core-i9-10900kf-oem/
"Ïנמצוססמנ Intel Core i9-10900KF BOX [LGA 1200, 10 x 3700 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, TDP 125 Âע]",42999,https://www.dns-shop.ru/product/1da925c76a663332/processor-intel-core-i9-10900kf-box/
"Ïנמצוססמנ AMD Ryzen 9 3900X BOX [AM4, 12 x 3800 ÌÃצ, L2 - 6 ÌÁ, L3 - 64 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע, ךףכונ]",43199,https://www.dns-shop.ru/product/dc4dba6d93183332/processor-amd-ryzen-9-3900x-box/
"Ïנמצוססמנ Intel Core i9-11900 BOX [LGA 1200, 8 x 2500 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 65 Âע, ךףכונ]",43999,https://www.dns-shop.ru/product/393a113e6c273332/processor-intel-core-i9-11900-box/
"Ïנמצוססמנ Intel Core i9-10900K OEM [LGA 1200, 10 x 3700 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 125 Âע]",44699,https://www.dns-shop.ru/product/bb3722536a613332/processor-intel-core-i9-10900k-oem/
"Ïנמצוססמנ Intel Core i9-10900T OEM [LGA 1200, 10 x 1900 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 35 Âע]",44899,https://www.dns-shop.ru/product/facd3f75f3113332/processor-intel-core-i9-10900t-oem/
"Ïנמצוססמנ Intel Core i9-10900K Marvels Avengers Collectors Edition BOX [LGA 1200, 10 x 3700 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 125 Âע]",47299,https://www.dns-shop.ru/product/58482114cd6b3332/processor-intel-core-i9-10900k-marvels-avengers-collectors-edition-box/
"Ïנמצוססמנ Intel Core i9-10900K BOX [LGA 1200, 10 x 3700 ÌÃצ, L2 - 2.5 ÌÁ, L3 - 20 ÌÁ, 2ץDDR4-2933 ÌÃצ, Intel UHD Graphics 630, TDP 125 Âע]",47999,https://www.dns-shop.ru/product/30bc4d166a633332/processor-intel-core-i9-10900k-box/
"Ïנמצוססמנ Intel Core i9-10900X BOX [LGA 2066, 10 x 3700 ÌÃצ, L2 - 10 ÌÁ, L3 - 19.25 ÌÁ, 4ץDDR4-2933 ÌÃצ, TDP 165 Âע]",53099,https://www.dns-shop.ru/product/3276324df3aa1b80/processor-intel-core-i9-10900x-box/
"Ïנמצוססמנ AMD Ryzen 9 5900X OEM [AM4, 12 x 3700 ÌÃצ, L2 - 6 ÌÁ, L3 - 64 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",55999,https://www.dns-shop.ru/product/278adb2a09e83332/processor-amd-ryzen-9-5900x-oem/
"Ïנמצוססמנ AMD Ryzen 9 5900X BOX [AM4, 12 x 3700 ÌÃצ, L2 - 6 ÌÁ, L3 - 64 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",57199,https://www.dns-shop.ru/product/af47b33c09e73332/processor-amd-ryzen-9-5900x-box/
"Ïנמצוססמנ Intel Core i9-11900K OEM [LGA 1200, 8 x 3500 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 125 Âע]",57199,https://www.dns-shop.ru/product/2153e98b6c253332/processor-intel-core-i9-11900k-oem/
"Ïנמצוססמנ Intel Core i9-11900K BOX [LGA 1200, 8 x 3500 ÌÃצ, L3 - 16 Ìב, 2ץDDR4-3200 ÌÃצ, Intel UHD Graphics 750, TDP 125 Âע]",58999,https://www.dns-shop.ru/product/79887bc46c243332/processor-intel-core-i9-11900k-box/
"Ïנמצוססמנ Intel Core i9-10920X BOX [LGA 2066, 12 x 3500 ÌÃצ, L2 - 12 Ìב, L3 - 19.25 ÌÁ, 4ץDDR4-2933 ÌÃצ, TDP 165 Âע]",61199,https://www.dns-shop.ru/product/1f11ecd3f3ab1b80/processor-intel-core-i9-10920x-box/
"Ïנמצוססמנ AMD Ryzen 9 3950X BOX [AM4, 16 x 3500 ÌÃצ, L2 - 8 ÌÁ, L3 - 64 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",65299,https://www.dns-shop.ru/product/4993baf093193332/processor-amd-ryzen-9-3950x-box/
"Ïנמצוססמנ Intel Core i9-10940X OEM [LGA 2066, 14 x 3300 ÌÃצ, L2 - 14 ÌÁ, L3 - 19.25 ÌÁ, 4ץDDR4-2933 ÌÃצ, TDP 165 Âע]",69599,https://www.dns-shop.ru/product/1d070190f3ac1b80/processor-intel-core-i9-10940x-oem/
"Ïנמצוססמנ Intel Core i9-10940X BOX [LGA 2066, 14 x 3300 ÌÃצ, L2 - 14 ÌÁ, L3 - 19.25 ÌÁ, 4ץDDR4-2933 ÌÃצ, TDP 165 Âע]",70399,https://www.dns-shop.ru/product/d0d58166f3ab1b80/processor-intel-core-i9-10940x-box/
"Ïנמצוססמנ AMD Ryzen 9 5950X OEM [AM4, 16 x 3400 ÌÃצ, L2 - 8 ÌÁ, L3 - 64 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",92999,https://www.dns-shop.ru/product/1f9f21fd09e73332/processor-amd-ryzen-9-5950x-oem/
"Ïנמצוססמנ AMD Ryzen 9 5950X BOX [AM4, 16 x 3400 ÌÃצ, L2 - 8 ÌÁ, L3 - 64 ÌÁ, 2ץDDR4-3200 ÌÃצ, TDP 105 Âע]",93999,https://www.dns-shop.ru/product/e967a68e09e63332/processor-amd-ryzen-9-5950x-box/
